employee_id,first_name,last_name,email,country,city,job_title,department,currency,annual_salary_local,annual_salary_usd,hire_date,years_of_service,performance,remote_status
USA0409,USAEmp409,Last409,usa409@company.com,United States,Austin,Sales Manager,Product,USD,77688,77688.0,2017-09-11,8.4,Excellent,Hybrid
USA0410,USAEmp410,Last410,usa410@company.com,United States,Seattle,Senior Software Engineer,Marketing,USD,166181,166181.0,2022-06-19,3.6,Satisfactory,On-Site
USA0411,USAEmp411,Last411,usa411@company.com,United States,Seattle,Sales Manager,Sales,USD,93544,93544.0,2022-08-12,3.5,Satisfactory,Hybrid
USA0412,USAEmp412,Last412,usa412@company.com,United States,Seattle,Software Engineer,Product,USD,137344,137344.0,2020-10-21,5.3,Good,Hybrid
USA0413,USAEmp413,Last413,usa413@company.com,United States,New York,Product Manager,Finance,USD,112996,112996.0,2019-10-06,6.3,Excellent,Remote
USA0414,USAEmp414,Last414,usa414@company.com,United States,Boston,Data Scientist,Finance,USD,131261,131261.0,2019-07-10,6.5,Satisfactory,Hybrid
USA0415,USAEmp415,Last415,usa415@company.com,United States,New York,Senior Software Engineer,Marketing,USD,142857,142857.0,2022-05-16,3.7,Excellent,Hybrid
USA0416,USAEmp416,Last416,usa416@company.com,United States,Austin,Engineering Manager,Finance,USD,184245,184245.0,2023-03-09,2.9,Satisfactory,Hybrid
USA0417,USAEmp417,Last417,usa417@company.com,United States,Seattle,Senior Software Engineer,Product,USD,178022,178022.0,2017-02-26,8.9,Excellent,On-Site
USA0418,USAEmp418,Last418,usa418@company.com,United States,Boston,Engineering Manager,Finance,USD,204004,204004.0,2024-01-04,2.1,Outstanding,On-Site
USA0419,USAEmp419,Last419,usa419@company.com,United States,San Francisco,Software Engineer,Engineering,USD,94871,94871.0,2016-11-24,9.2,Satisfactory,Remote
USA0420,USAEmp420,Last420,usa420@company.com,United States,New York,Sales Manager,Engineering,USD,85167,85167.0,2025-04-23,0.8,Excellent,On-Site
USA0421,USAEmp421,Last421,usa421@company.com,United States,Boston,Product Manager,Finance,USD,134458,134458.0,2025-05-24,0.7,Satisfactory,On-Site
USA0422,USAEmp422,Last422,usa422@company.com,United States,Boston,Product Manager,HR,USD,111030,111030.0,2025-12-30,0.1,Satisfactory,Remote
USA0423,USAEmp423,Last423,usa423@company.com,United States,Seattle,Software Engineer,HR,USD,124695,124695.0,2017-12-21,8.1,Good,Remote
USA0424,USAEmp424,Last424,usa424@company.com,United States,New York,Engineering Manager,Engineering,USD,196436,196436.0,2017-01-11,9.0,Outstanding,On-Site
USA0425,USAEmp425,Last425,usa425@company.com,United States,Boston,Senior Software Engineer,HR,USD,145792,145792.0,2023-12-02,2.2,Good,Hybrid
USA0426,USAEmp426,Last426,usa426@company.com,United States,Seattle,Data Scientist,Marketing,USD,121011,121011.0,2025-03-09,0.9,Satisfactory,On-Site
USA0427,USAEmp427,Last427,usa427@company.com,United States,Seattle,Senior Software Engineer,Finance,USD,175694,175694.0,2023-07-16,2.5,Outstanding,On-Site
USA0428,USAEmp428,Last428,usa428@company.com,United States,San Francisco,Sales Manager,Marketing,USD,119780,119780.0,2025-09-19,0.4,Satisfactory,Hybrid
USA0429,USAEmp429,Last429,usa429@company.com,United States,San Francisco,Engineering Manager,Finance,USD,202390,202390.0,2025-06-11,0.6,Excellent,Remote
USA0430,USAEmp430,Last430,usa430@company.com,United States,Seattle,Product Manager,HR,USD,138436,138436.0,2018-11-03,7.2,Outstanding,On-Site
USA0431,USAEmp431,Last431,usa431@company.com,United States,Boston,Software Engineer,Marketing,USD,105057,105057.0,2023-09-14,2.4,Good,Remote
USA0432,USAEmp432,Last432,usa432@company.com,United States,Boston,Software Engineer,HR,USD,134854,134854.0,2022-12-05,3.1,Outstanding,Remote
USA0433,USAEmp433,Last433,usa433@company.com,United States,Boston,Data Scientist,Product,USD,96026,96026.0,2023-10-01,2.3,Satisfactory,Remote
USA0434,USAEmp434,Last434,usa434@company.com,United States,New York,Data Scientist,HR,USD,105646,105646.0,2019-10-01,6.3,Satisfactory,On-Site
USA0435,USAEmp435,Last435,usa435@company.com,United States,New York,Engineering Manager,Finance,USD,183480,183480.0,2021-10-07,4.3,Outstanding,On-Site
USA0436,USAEmp436,Last436,usa436@company.com,United States,San Francisco,Sales Manager,Marketing,USD,92666,92666.0,2025-06-21,0.6,Excellent,Remote
USA0437,USAEmp437,Last437,usa437@company.com,United States,Boston,Data Scientist,HR,USD,134660,134660.0,2017-06-13,8.6,Satisfactory,Hybrid
USA0438,USAEmp438,Last438,usa438@company.com,United States,Austin,Software Engineer,Marketing,USD,131557,131557.0,2023-01-03,3.1,Excellent,Hybrid
USA0439,USAEmp439,Last439,usa439@company.com,United States,New York,Engineering Manager,Finance,USD,189207,189207.0,2021-03-25,4.8,Satisfactory,Remote
USA0440,USAEmp440,Last440,usa440@company.com,United States,New York,Engineering Manager,Finance,USD,178715,178715.0,2017-02-14,8.9,Outstanding,Remote
USA0441,USAEmp441,Last441,usa441@company.com,United States,New York,Data Scientist,Finance,USD,105107,105107.0,2021-10-23,4.3,Satisfactory,Hybrid
USA0442,USAEmp442,Last442,usa442@company.com,United States,San Francisco,Data Scientist,Sales,USD,101982,101982.0,2025-01-17,1.0,Satisfactory,Hybrid
USA0443,USAEmp443,Last443,usa443@company.com,United States,San Francisco,Data Scientist,Product,USD,101699,101699.0,2024-08-02,1.5,Satisfactory,Hybrid
USA0444,USAEmp444,Last444,usa444@company.com,United States,San Francisco,Engineering Manager,Engineering,USD,207166,207166.0,2021-06-30,4.6,Outstanding,Hybrid
USA0445,USAEmp445,Last445,usa445@company.com,United States,Boston,Engineering Manager,Sales,USD,152198,152198.0,2019-05-18,6.7,Satisfactory,Remote
USA0446,USAEmp446,Last446,usa446@company.com,United States,San Francisco,Data Scientist,Finance,USD,122119,122119.0,2021-09-21,4.3,Excellent,On-Site
USA0447,USAEmp447,Last447,usa447@company.com,United States,Austin,Engineering Manager,Product,USD,162227,162227.0,2018-05-21,7.7,Excellent,Hybrid
USA0448,USAEmp448,Last448,usa448@company.com,United States,New York,Data Scientist,Engineering,USD,112590,112590.0,2020-07-17,5.5,Excellent,Hybrid
USA0449,USAEmp449,Last449,usa449@company.com,United States,Austin,Data Scientist,Engineering,USD,122597,122597.0,2022-09-17,3.4,Good,Hybrid
USA0450,USAEmp450,Last450,usa450@company.com,United States,Austin,Senior Software Engineer,HR,USD,177244,177244.0,2019-01-23,7.0,Excellent,Hybrid
USA0451,USAEmp451,Last451,usa451@company.com,United States,San Francisco,Software Engineer,Marketing,USD,98879,98879.0,2022-08-28,3.4,Good,On-Site
USA0452,USAEmp452,Last452,usa452@company.com,United States,Seattle,Product Manager,Marketing,USD,131596,131596.0,2021-02-18,4.9,Excellent,Hybrid
USA0453,USAEmp453,Last453,usa453@company.com,United States,New York,Data Scientist,Marketing,USD,134532,134532.0,2018-04-11,7.8,Good,Remote
USA0454,USAEmp454,Last454,usa454@company.com,United States,Austin,Product Manager,HR,USD,130915,130915.0,2022-10-21,3.3,Excellent,Hybrid
USA0455,USAEmp455,Last455,usa455@company.com,United States,Austin,Product Manager,Sales,USD,128369,128369.0,2016-11-30,9.2,Outstanding,On-Site
USA0456,USAEmp456,Last456,usa456@company.com,United States,New York,Senior Software Engineer,Finance,USD,168812,168812.0,2019-12-15,6.1,Outstanding,On-Site
USA0457,USAEmp457,Last457,usa457@company.com,United States,Austin,Product Manager,Sales,USD,156423,156423.0,2023-09-21,2.3,Outstanding,Hybrid
USA0458,USAEmp458,Last458,usa458@company.com,United States,Seattle,Sales Manager,Product,USD,102722,102722.0,2024-07-05,1.6,Good,On-Site
USA0459,USAEmp459,Last459,usa459@company.com,United States,Austin,Senior Software Engineer,Engineering,USD,176873,176873.0,2021-04-29,4.7,Satisfactory,On-Site
USA0460,USAEmp460,Last460,usa460@company.com,United States,Boston,Product Manager,HR,USD,148157,148157.0,2021-07-30,4.5,Satisfactory,On-Site
USA0461,USAEmp461,Last461,usa461@company.com,United States,Boston,Software Engineer,HR,USD,113562,113562.0,2018-03-16,7.9,Outstanding,Remote
USA0462,USAEmp462,Last462,usa462@company.com,United States,Seattle,Senior Software Engineer,Product,USD,173096,173096.0,2018-08-14,7.5,Outstanding,On-Site
USA0463,USAEmp463,Last463,usa463@company.com,United States,Austin,Sales Manager,Sales,USD,114398,114398.0,2018-10-26,7.3,Satisfactory,Remote
USA0464,USAEmp464,Last464,usa464@company.com,United States,New York,Software Engineer,HR,USD,96462,96462.0,2023-03-04,2.9,Excellent,Hybrid
USA0465,USAEmp465,Last465,usa465@company.com,United States,Boston,Data Scientist,Finance,USD,120633,120633.0,2020-11-17,5.2,Excellent,Hybrid
USA0466,USAEmp466,Last466,usa466@company.com,United States,Seattle,Software Engineer,Marketing,USD,121638,121638.0,2024-11-24,1.2,Outstanding,Remote
USA0467,USAEmp467,Last467,usa467@company.com,United States,Seattle,Sales Manager,Sales,USD,79284,79284.0,2022-03-02,3.9,Satisfactory,Remote
USA0468,USAEmp468,Last468,usa468@company.com,United States,Austin,Engineering Manager,Engineering,USD,203298,203298.0,2022-03-02,3.9,Satisfactory,On-Site
USA0469,USAEmp469,Last469,usa469@company.com,United States,San Francisco,Sales Manager,Sales,USD,99651,99651.0,2022-06-30,3.6,Outstanding,On-Site
USA0470,USAEmp470,Last470,usa470@company.com,United States,Seattle,Software Engineer,Finance,USD,91480,91480.0,2016-07-19,9.5,Outstanding,On-Site
USA0471,USAEmp471,Last471,usa471@company.com,United States,Boston,Senior Software Engineer,Product,USD,178528,178528.0,2023-05-03,2.7,Excellent,Hybrid
USA0472,USAEmp472,Last472,usa472@company.com,United States,New York,Engineering Manager,Marketing,USD,195885,195885.0,2020-11-21,5.2,Excellent,Remote
USA0473,USAEmp473,Last473,usa473@company.com,United States,Austin,Sales Manager,Engineering,USD,113077,113077.0,2021-03-23,4.8,Excellent,Hybrid
USA0474,USAEmp474,Last474,usa474@company.com,United States,San Francisco,Engineering Manager,Finance,USD,196302,196302.0,2021-09-17,4.4,Excellent,Remote
USA0475,USAEmp475,Last475,usa475@company.com,United States,San Francisco,Data Scientist,HR,USD,144304,144304.0,2018-03-07,7.9,Outstanding,On-Site
USA0476,USAEmp476,Last476,usa476@company.com,United States,New York,Senior Software Engineer,Marketing,USD,153972,153972.0,2022-06-01,3.7,Outstanding,Hybrid
USA0477,USAEmp477,Last477,usa477@company.com,United States,Seattle,Sales Manager,HR,USD,102078,102078.0,2020-02-26,5.9,Satisfactory,On-Site
USA0478,USAEmp478,Last478,usa478@company.com,United States,Seattle,Product Manager,Sales,USD,148469,148469.0,2024-10-16,1.3,Satisfactory,On-Site
USA0479,USAEmp479,Last479,usa479@company.com,United States,Seattle,Senior Software Engineer,HR,USD,183329,183329.0,2018-07-08,7.6,Outstanding,On-Site
USA0480,USAEmp480,Last480,usa480@company.com,United States,New York,Senior Software Engineer,Sales,USD,150524,150524.0,2024-10-01,1.3,Outstanding,Remote
USA0481,USAEmp481,Last481,usa481@company.com,United States,Boston,Data Scientist,Marketing,USD,140445,140445.0,2024-06-26,1.6,Satisfactory,On-Site
USA0482,USAEmp482,Last482,usa482@company.com,United States,Austin,Senior Software Engineer,Product,USD,167670,167670.0,2021-10-08,4.3,Satisfactory,On-Site
USA0483,USAEmp483,Last483,usa483@company.com,United States,New York,Engineering Manager,Marketing,USD,162706,162706.0,2019-11-07,6.2,Good,Remote
USA0484,USAEmp484,Last484,usa484@company.com,United States,Austin,Senior Software Engineer,HR,USD,150616,150616.0,2016-08-18,9.4,Outstanding,Hybrid
USA0485,USAEmp485,Last485,usa485@company.com,United States,New York,Software Engineer,Marketing,USD,121759,121759.0,2024-07-16,1.5,Satisfactory,Hybrid
USA0486,USAEmp486,Last486,usa486@company.com,United States,Austin,Sales Manager,Marketing,USD,102225,102225.0,2021-05-30,4.7,Excellent,Remote
USA0487,USAEmp487,Last487,usa487@company.com,United States,New York,Engineering Manager,Sales,USD,144044,144044.0,2017-02-23,8.9,Outstanding,Hybrid
USA0488,USAEmp488,Last488,usa488@company.com,United States,New York,Senior Software Engineer,Marketing,USD,165232,165232.0,2022-11-01,3.2,Satisfactory,On-Site
USA0489,USAEmp489,Last489,usa489@company.com,United States,San Francisco,Engineering Manager,Sales,USD,154838,154838.0,2019-08-26,6.4,Good,On-Site
USA0490,USAEmp490,Last490,usa490@company.com,United States,Austin,Software Engineer,HR,USD,139807,139807.0,2018-01-04,8.1,Excellent,Hybrid
USA0491,USAEmp491,Last491,usa491@company.com,United States,New York,Software Engineer,Sales,USD,138233,138233.0,2016-10-06,9.3,Outstanding,Hybrid
USA0492,USAEmp492,Last492,usa492@company.com,United States,San Francisco,Data Scientist,Marketing,USD,117844,117844.0,2016-05-27,9.7,Outstanding,Remote
USA0493,USAEmp493,Last493,usa493@company.com,United States,Boston,Senior Software Engineer,Finance,USD,183130,183130.0,2017-10-19,8.3,Good,On-Site
USA0494,USAEmp494,Last494,usa494@company.com,United States,Boston,Engineering Manager,Product,USD,196120,196120.0,2024-03-18,1.9,Excellent,Remote
USA0495,USAEmp495,Last495,usa495@company.com,United States,Boston,Software Engineer,Sales,USD,127360,127360.0,2022-02-20,3.9,Excellent,Hybrid
USA0496,USAEmp496,Last496,usa496@company.com,United States,Boston,Sales Manager,Sales,USD,89178,89178.0,2022-10-29,3.2,Outstanding,Remote
USA0497,USAEmp497,Last497,usa497@company.com,United States,New York,Product Manager,Finance,USD,113885,113885.0,2022-12-18,3.1,Excellent,Remote
USA0498,USAEmp498,Last498,usa498@company.com,United States,New York,Senior Software Engineer,Finance,USD,176621,176621.0,2022-06-17,3.6,Satisfactory,Hybrid
USA0499,USAEmp499,Last499,usa499@company.com,United States,Seattle,Senior Software Engineer,Finance,USD,167842,167842.0,2018-12-24,7.1,Satisfactory,Hybrid
USA0500,USAEmp500,Last500,usa500@company.com,United States,San Francisco,Product Manager,Marketing,USD,114949,114949.0,2018-12-19,7.1,Good,On-Site
USA0501,USAEmp501,Last501,usa501@company.com,United States,Seattle,Data Scientist,HR,USD,124798,124798.0,2020-08-06,5.5,Outstanding,On-Site
USA0502,USAEmp502,Last502,usa502@company.com,United States,Seattle,Software Engineer,Engineering,USD,137902,137902.0,2020-12-06,5.1,Satisfactory,Remote
USA0503,USAEmp503,Last503,usa503@company.com,United States,Seattle,Product Manager,Sales,USD,123883,123883.0,2020-07-10,5.5,Good,Hybrid
USA0504,USAEmp504,Last504,usa504@company.com,United States,Austin,Engineering Manager,Sales,USD,157117,157117.0,2019-09-22,6.3,Outstanding,Remote
USA0505,USAEmp505,Last505,usa505@company.com,United States,Austin,Software Engineer,Engineering,USD,131037,131037.0,2017-04-13,8.8,Outstanding,Remote
USA0506,USAEmp506,Last506,usa506@company.com,United States,Austin,Product Manager,Product,USD,139918,139918.0,2026-01-24,0.0,Excellent,On-Site
USA0507,USAEmp507,Last507,usa507@company.com,United States,Seattle,Data Scientist,Engineering,USD,105418,105418.0,2016-04-07,9.8,Good,Hybrid
USA0508,USAEmp508,Last508,usa508@company.com,United States,New York,Software Engineer,Engineering,USD,114369,114369.0,2018-08-15,7.4,Satisfactory,On-Site
USA0509,USAEmp509,Last509,usa509@company.com,United States,New York,Data Scientist,Marketing,USD,142578,142578.0,2018-03-25,7.8,Outstanding,On-Site
USA0510,USAEmp510,Last510,usa510@company.com,United States,Austin,Software Engineer,Engineering,USD,90071,90071.0,2023-09-05,2.4,Excellent,On-Site
USA0511,USAEmp511,Last511,usa511@company.com,United States,Austin,Senior Software Engineer,Engineering,USD,164042,164042.0,2018-06-12,7.6,Outstanding,On-Site
USA0512,USAEmp512,Last512,usa512@company.com,United States,Austin,Data Scientist,Finance,USD,102903,102903.0,2016-06-04,9.6,Excellent,Hybrid
USA0513,USAEmp513,Last513,usa513@company.com,United States,San Francisco,Software Engineer,Finance,USD,105004,105004.0,2021-10-10,4.3,Outstanding,Remote
USA0514,USAEmp514,Last514,usa514@company.com,United States,Seattle,Data Scientist,Product,USD,119088,119088.0,2016-03-11,9.9,Satisfactory,Remote
USA0515,USAEmp515,Last515,usa515@company.com,United States,San Francisco,Sales Manager,HR,USD,114376,114376.0,2024-06-20,1.6,Outstanding,On-Site
USA0516,USAEmp516,Last516,usa516@company.com,United States,Seattle,Sales Manager,Finance,USD,80755,80755.0,2021-02-19,4.9,Excellent,On-Site
USA0517,USAEmp517,Last517,usa517@company.com,United States,Boston,Sales Manager,Finance,USD,79920,79920.0,2021-06-15,4.6,Satisfactory,Remote
USA0518,USAEmp518,Last518,usa518@company.com,United States,San Francisco,Software Engineer,HR,USD,96584,96584.0,2024-07-02,1.6,Satisfactory,Hybrid
USA0519,USAEmp519,Last519,usa519@company.com,United States,New York,Product Manager,Product,USD,130611,130611.0,2017-03-14,8.9,Good,On-Site
USA0520,USAEmp520,Last520,usa520@company.com,United States,Boston,Software Engineer,HR,USD,106263,106263.0,2019-11-13,6.2,Good,On-Site
USA0521,USAEmp521,Last521,usa521@company.com,United States,Seattle,Software Engineer,Product,USD,133149,133149.0,2016-04-01,9.8,Excellent,On-Site
USA0522,USAEmp522,Last522,usa522@company.com,United States,San Francisco,Product Manager,Product,USD,129368,129368.0,2018-10-29,7.2,Satisfactory,Hybrid
USA0523,USAEmp523,Last523,usa523@company.com,United States,Boston,Software Engineer,Engineering,USD,105799,105799.0,2020-06-20,5.6,Outstanding,Hybrid
USA0524,USAEmp524,Last524,usa524@company.com,United States,Boston,Data Scientist,Marketing,USD,103649,103649.0,2021-09-25,4.3,Good,On-Site
USA0525,USAEmp525,Last525,usa525@company.com,United States,Austin,Sales Manager,Engineering,USD,81322,81322.0,2017-07-08,8.6,Outstanding,On-Site
USA0526,USAEmp526,Last526,usa526@company.com,United States,New York,Software Engineer,Engineering,USD,90903,90903.0,2023-02-18,2.9,Outstanding,Hybrid
USA0527,USAEmp527,Last527,usa527@company.com,United States,Boston,Engineering Manager,Marketing,USD,177550,177550.0,2019-01-09,7.0,Satisfactory,On-Site
USA0528,USAEmp528,Last528,usa528@company.com,United States,Boston,Product Manager,HR,USD,115401,115401.0,2018-11-21,7.2,Excellent,Hybrid
USA0529,USAEmp529,Last529,usa529@company.com,United States,Boston,Software Engineer,Product,USD,110310,110310.0,2025-03-09,0.9,Excellent,On-Site
USA0530,USAEmp530,Last530,usa530@company.com,United States,San Francisco,Data Scientist,Sales,USD,120606,120606.0,2019-06-30,6.6,Satisfactory,On-Site
USA0531,USAEmp531,Last531,usa531@company.com,United States,San Francisco,Senior Software Engineer,Marketing,USD,133794,133794.0,2023-05-01,2.7,Outstanding,Hybrid
USA0532,USAEmp532,Last532,usa532@company.com,United States,New York,Engineering Manager,Engineering,USD,147212,147212.0,2022-08-09,3.5,Outstanding,On-Site
USA0533,USAEmp533,Last533,usa533@company.com,United States,New York,Senior Software Engineer,Marketing,USD,175973,175973.0,2025-12-11,0.1,Good,On-Site
USA0534,USAEmp534,Last534,usa534@company.com,United States,Seattle,Engineering Manager,Product,USD,173980,173980.0,2024-03-14,1.9,Good,On-Site
USA0535,USAEmp535,Last535,usa535@company.com,United States,Austin,Software Engineer,Sales,USD,91923,91923.0,2022-04-25,3.8,Outstanding,Hybrid
USA0536,USAEmp536,Last536,usa536@company.com,United States,San Francisco,Sales Manager,Marketing,USD,107791,107791.0,2019-01-13,7.0,Satisfactory,On-Site
USA0537,USAEmp537,Last537,usa537@company.com,United States,Boston,Data Scientist,Product,USD,98633,98633.0,2020-06-20,5.6,Good,Remote
USA0538,USAEmp538,Last538,usa538@company.com,United States,San Francisco,Data Scientist,Product,USD,101743,101743.0,2019-08-21,6.4,Outstanding,Remote
USA0539,USAEmp539,Last539,usa539@company.com,United States,Austin,Software Engineer,Sales,USD,106026,106026.0,2025-07-22,0.5,Satisfactory,Remote
USA0540,USAEmp540,Last540,usa540@company.com,United States,Boston,Senior Software Engineer,Finance,USD,186196,186196.0,2025-09-04,0.4,Satisfactory,Remote
USA0541,USAEmp541,Last541,usa541@company.com,United States,Seattle,Data Scientist,Sales,USD,111270,111270.0,2021-05-28,4.7,Outstanding,On-Site
USA0542,USAEmp542,Last542,usa542@company.com,United States,San Francisco,Data Scientist,Product,USD,102825,102825.0,2020-06-10,5.6,Excellent,On-Site
USA0543,USAEmp543,Last543,usa543@company.com,United States,Austin,Software Engineer,Sales,USD,116275,116275.0,2025-04-19,0.8,Good,Hybrid
USA0544,USAEmp544,Last544,usa544@company.com,United States,San Francisco,Software Engineer,Sales,USD,126247,126247.0,2020-12-13,5.1,Excellent,Hybrid
USA0545,USAEmp545,Last545,usa545@company.com,United States,Boston,Engineering Manager,Product,USD,179834,179834.0,2017-10-11,8.3,Satisfactory,Hybrid
USA0546,USAEmp546,Last546,usa546@company.com,United States,New York,Engineering Manager,Finance,USD,204665,204665.0,2017-05-29,8.7,Excellent,Remote
USA0547,USAEmp547,Last547,usa547@company.com,United States,New York,Software Engineer,HR,USD,116872,116872.0,2025-10-21,0.3,Good,On-Site
USA0548,USAEmp548,Last548,usa548@company.com,United States,San Francisco,Sales Manager,Finance,USD,70628,70628.0,2022-04-25,3.8,Satisfactory,On-Site
USA0549,USAEmp549,Last549,usa549@company.com,United States,New York,Sales Manager,HR,USD,90153,90153.0,2024-11-27,1.2,Excellent,Hybrid
USA0550,USAEmp550,Last550,usa550@company.com,United States,Seattle,Product Manager,Engineering,USD,113925,113925.0,2024-06-22,1.6,Outstanding,Remote
USA0551,USAEmp551,Last551,usa551@company.com,United States,Seattle,Engineering Manager,Marketing,USD,194140,194140.0,2018-03-19,7.9,Outstanding,On-Site
USA0552,USAEmp552,Last552,usa552@company.com,United States,Austin,Software Engineer,Engineering,USD,123123,123123.0,2024-07-29,1.5,Outstanding,Hybrid
USA0553,USAEmp553,Last553,usa553@company.com,United States,Seattle,Sales Manager,Sales,USD,78566,78566.0,2023-06-02,2.7,Good,Hybrid
USA0554,USAEmp554,Last554,usa554@company.com,United States,Seattle,Sales Manager,Marketing,USD,118192,118192.0,2022-05-31,3.7,Good,Remote
USA0555,USAEmp555,Last555,usa555@company.com,United States,Boston,Software Engineer,Engineering,USD,103284,103284.0,2024-07-18,1.5,Excellent,Remote
USA0556,USAEmp556,Last556,usa556@company.com,United States,Seattle,Senior Software Engineer,Marketing,USD,159462,159462.0,2020-11-05,5.2,Outstanding,On-Site
USA0557,USAEmp557,Last557,usa557@company.com,United States,Seattle,Data Scientist,Marketing,USD,108607,108607.0,2021-01-01,5.1,Good,Remote
USA0558,USAEmp558,Last558,usa558@company.com,United States,Seattle,Software Engineer,Finance,USD,100329,100329.0,2017-01-06,9.1,Outstanding,Remote
USA0559,USAEmp559,Last559,usa559@company.com,United States,New York,Data Scientist,Sales,USD,104720,104720.0,2025-01-18,1.0,Satisfactory,On-Site
USA0560,USAEmp560,Last560,usa560@company.com,United States,Seattle,Software Engineer,Product,USD,134379,134379.0,2022-09-20,3.4,Outstanding,Hybrid
USA0561,USAEmp561,Last561,usa561@company.com,United States,Boston,Product Manager,Product,USD,146434,146434.0,2017-09-06,8.4,Outstanding,Hybrid
USA0562,USAEmp562,Last562,usa562@company.com,United States,San Francisco,Software Engineer,Engineering,USD,99161,99161.0,2024-09-16,1.4,Excellent,Remote
USA0563,USAEmp563,Last563,usa563@company.com,United States,Seattle,Senior Software Engineer,Finance,USD,183980,183980.0,2021-07-31,4.5,Outstanding,On-Site
USA0564,USAEmp564,Last564,usa564@company.com,United States,San Francisco,Engineering Manager,Engineering,USD,173924,173924.0,2016-12-15,9.1,Outstanding,Remote
USA0565,USAEmp565,Last565,usa565@company.com,United States,New York,Sales Manager,Engineering,USD,99060,99060.0,2016-12-30,9.1,Good,Remote
USA0566,USAEmp566,Last566,usa566@company.com,United States,New York,Software Engineer,HR,USD,120211,120211.0,2025-07-03,0.6,Satisfactory,On-Site
USA0567,USAEmp567,Last567,usa567@company.com,United States,Austin,Product Manager,Finance,USD,142514,142514.0,2025-09-28,0.3,Satisfactory,Remote
USA0568,USAEmp568,Last568,usa568@company.com,United States,Seattle,Data Scientist,Sales,USD,109071,109071.0,2023-12-22,2.1,Satisfactory,Remote
USA0569,USAEmp569,Last569,usa569@company.com,United States,Boston,Software Engineer,Product,USD,130246,130246.0,2019-02-16,6.9,Good,Hybrid
USA0570,USAEmp570,Last570,usa570@company.com,United States,San Francisco,Product Manager,Engineering,USD,146089,146089.0,2020-09-12,5.4,Good,Hybrid
USA0571,USAEmp571,Last571,usa571@company.com,United States,Boston,Senior Software Engineer,Product,USD,157474,157474.0,2023-11-02,2.2,Outstanding,Hybrid
USA0572,USAEmp572,Last572,usa572@company.com,United States,Boston,Sales Manager,Marketing,USD,93534,93534.0,2020-09-10,5.4,Good,On-Site
USA0573,USAEmp573,Last573,usa573@company.com,United States,Seattle,Engineering Manager,Product,USD,182153,182153.0,2021-09-19,4.4,Outstanding,Hybrid
USA0574,USAEmp574,Last574,usa574@company.com,United States,Seattle,Engineering Manager,Engineering,USD,168707,168707.0,2025-09-28,0.3,Satisfactory,On-Site
USA0575,USAEmp575,Last575,usa575@company.com,United States,New York,Data Scientist,Engineering,USD,133272,133272.0,2023-06-18,2.6,Excellent,On-Site
USA0576,USAEmp576,Last576,usa576@company.com,United States,San Francisco,Senior Software Engineer,Product,USD,147467,147467.0,2020-02-02,6.0,Satisfactory,Hybrid
USA0577,USAEmp577,Last577,usa577@company.com,United States,Boston,Senior Software Engineer,Sales,USD,141540,141540.0,2023-06-03,2.7,Good,On-Site
USA0578,USAEmp578,Last578,usa578@company.com,United States,Seattle,Software Engineer,HR,USD,136101,136101.0,2018-03-20,7.9,Excellent,On-Site
USA0579,USAEmp579,Last579,usa579@company.com,United States,Austin,Senior Software Engineer,HR,USD,184833,184833.0,2016-12-25,9.1,Good,Remote
USA0580,USAEmp580,Last580,usa580@company.com,United States,San Francisco,Product Manager,Product,USD,112487,112487.0,2025-01-22,1.0,Excellent,Remote
USA0581,USAEmp581,Last581,usa581@company.com,United States,Seattle,Engineering Manager,HR,USD,202650,202650.0,2026-01-24,0.0,Excellent,Remote
USA0582,USAEmp582,Last582,usa582@company.com,United States,Seattle,Data Scientist,Engineering,USD,141985,141985.0,2024-01-31,2.0,Outstanding,Remote
USA0583,USAEmp583,Last583,usa583@company.com,United States,San Francisco,Engineering Manager,HR,USD,158566,158566.0,2017-05-22,8.7,Good,Remote
USA0584,USAEmp584,Last584,usa584@company.com,United States,Austin,Data Scientist,HR,USD,141172,141172.0,2018-08-24,7.4,Outstanding,Hybrid
USA0585,USAEmp585,Last585,usa585@company.com,United States,New York,Data Scientist,Finance,USD,116142,116142.0,2024-07-17,1.5,Satisfactory,On-Site
USA0586,USAEmp586,Last586,usa586@company.com,United States,New York,Product Manager,Finance,USD,152544,152544.0,2022-07-07,3.6,Good,Remote
USA0587,USAEmp587,Last587,usa587@company.com,United States,New York,Sales Manager,Marketing,USD,108597,108597.0,2016-12-08,9.1,Good,On-Site
USA0588,USAEmp588,Last588,usa588@company.com,United States,New York,Sales Manager,Finance,USD,89301,89301.0,2024-08-23,1.4,Outstanding,On-Site
USA0589,USAEmp589,Last589,usa589@company.com,United States,Boston,Engineering Manager,Engineering,USD,191327,191327.0,2016-07-13,9.5,Excellent,On-Site
USA0590,USAEmp590,Last590,usa590@company.com,United States,Boston,Data Scientist,Engineering,USD,135067,135067.0,2023-08-06,2.5,Satisfactory,Remote
USA0591,USAEmp591,Last591,usa591@company.com,United States,New York,Data Scientist,Sales,USD,143846,143846.0,2025-03-14,0.9,Good,Remote
USA0592,USAEmp592,Last592,usa592@company.com,United States,Seattle,Sales Manager,Marketing,USD,75814,75814.0,2016-11-09,9.2,Outstanding,Hybrid
